advmod(接-2, 有时-1)
nn(太太-7, 自拍-4)
nn(太太-7, 神器-5)
nn(太太-7, 电池-6)
nsubj(顶-10, 太太-7)
advmod(顶-10, 太-8)
neg(顶-10, 不-9)
conj(可以-2, 顶-10)
rcomp(顶-10, 用-11)
asp(顶-10, 了-12)
mmod(用-17, 充满-14)
advmod(用-17, 电顶-15)
advmod(用-17, 多-16)
conj(可以-2, 用-17)
nummod(个-19, 四五-18)
clf(小时-20, 个-19)
dobj(用-17, 小时-20)
advmod(起-23, 还-22)
dep(可以-29, 起-23)
dobj(起-23, 热-24)
case(长-26, 除了-25)
prep(可以-29, 长-26)
mark(长-26, 的-27)
advmod(可以-29, 还-28)
conj(可以-2, 可以-29)
advmod(实用-33, 就是-31)
neg(实用-33, 不-32)
conj(可以-2, 实用-33)

nsubj(回来-8, 电池-1)
advmod(回来-8, 太-2)
neg(回来-8, 不-3)
dep(回来-8, 耐用-4)
dep(回来-8, 了-5)
mmod(回来-8, 买-7)
root(ROOT-0, 回来-8)
dep(回来-8, 不-9)
dep(回来-8, 到-10)
nummod(星期-12, 一个-11)
nsubj(挂-15, 星期-12)
advmod(挂-15, 天天-13)
advmod(挂-15, 只是-14)
dep(回来-8, 挂-15)
conj(待机-18, qq-16)
cc(待机-18, 跟-17)
dobj(挂-15, 待机-18)
dep(挂-15, 充满-20)
asp(充满-20, 了-21)
dobj(充满-20, 只能-22)
case(小时-26, 用-23)
nummod(个-25, 五六-24)
clf(小时-26, 个-25)
prep(充满-20, 小时-26)
case(小时-26, 左右-27)

relcl(电-2, 掉-1)
nsubj(快-4, 电-2)
advmod(快-4, 太-3)
root(ROOT-0, 快-4)
dep(关机-10, 出门-6)
dep(出门-6, 就-7)
dep(出门-6, 得-8)
mmod(关机-10, 面临-9)
conj(快-4, 关机-10)
nn(内存-13, 运行-12)
nsubj(多-15, 内存-13)
advmod(多-15, 太-14)
conj(快-4, 多-15)
dep(不错-20, 用-17)
asp(用-17, 着-18)
advmod(不错-20, 还-19)
conj(快-4, 不错-20)

advmod(2G-2, 起码-1)
assmod(空间-5, 2G-2)
case(2G-2, 的-3)
nn(空间-5, 存储-4)
nsubj(小-6, 空间-5)
root(ROOT-0, 小-6)
neg(没-14, 没-8)
nn(软件-12, 安-9)
nummod(个-11, 几-10)
clf(软件-12, 个-11)
nsubj(没-14, 软件-12)
advmod(没-14, 就-13)
dep(小-6, 没-14)
dobj(没-14, 地方-15)
dep(没-14, 了-16)
advmod(小-19, 最-18)
conj(应该-20, 小-19)
dep(小-6, 应该-20)
range(应该-20, 16G-21)
dep(应该-20, 的-22)

nsubj(有-4, 听筒-1)
advmod(有-4, 有时候-2)
advmod(有-4, 也-3)
root(ROOT-0, 有-4)
dobj(有-4, 破音-5)
advmod(动-14, 而且-7)
nn(黑屏-12, 费-8)
dep(黑屏-12, 电-9)
dep(黑屏-12, 特快-10)
nsubj(动-14, 黑屏-12)
neg(动-14, 不-13)
conj(有-4, 动-14)
nummod(小时-16, 一-15)
clf(电-20, 小时-16)
relcl(电-20, 废-17)
range(废-17, 二十-18)
mark(废-17, 的-19)
dobj(动-14, 电-20)

nsubj(大-3, 屏幕-1)
advmod(大-3, 够-2)
root(ROOT-0, 大-3)
dep(出现-10, 用-5)
asp(用-5, 了-6)
nummod(礼拜-8, 一个-7)
dobj(用-5, 礼拜-8)
neg(出现-10, 没-9)
conj(大-3, 出现-10)
nn(现象-12, 卡顿-11)
dobj(出现-10, 现象-12)

nsubj(快-4, 外观-1)
nn(速度-3, 美-2)
nsubj(快-4, 速度-3)
root(ROOT-0, 快-4)
dep(快-4, 耗电-5)
dep(快-4, 快-6)
nsubj(慢-9, 充电-8)
conj(快-4, 慢-9)
advmod(讨厌-12, 最-11)
conj(快-4, 讨厌-12)
dobj(讨厌-12, 发热-13)
nsubj(发烫-22, 手机-15)
case(到-18, 用-16)
neg(到-18, 不-17)
prep(发烫-22, 到-18)
nummod(分钟-20, 几-19)
range(到-18, 分钟-20)
advmod(发烫-22, 就-21)
conj(快-4, 发烫-22)
nsubj(看-24, 自己-23)
xsubj(买-31, 自己-23)
ccomp(发烫-22, 看-24)
asp(看-24, 着-25)
ccomp(看-24, 办-26)
dep(看-24, 觉得-28)
mmod(买-31, 值得-29)
advmod(买-31, 就-30)
ccomp(觉得-28, 买-31)

nsubj(大-2, 屏幕-1)
root(ROOT-0, 大-2)
dep(大-2, 玩-4)
dobj(玩-4, 游戏-5)
conj(大-2, 看-7)
nsubj(好-11, 电影-8)
advmod(好-11, 都-9)
advmod(好-11, 很-10)
ccomp(看-7, 好-11)
nn(时候-14, 带机-13)
nsubj(可以-15, 时候-14)
conj(好-11, 可以-15)
advmod(玩-21, 要是-17)
mmod(玩-21, 带-18)
mmod(玩-21, 玩-19)
neg(玩-21, 不-20)
dep(没-26, 玩-21)
dep(玩-21, 的话-22)
nummod(小时-25, 36-24)
dep(没-26, 小时-25)
conj(好-11, 没-26)
dobj(没-26, 问题-27)

advmod(看-4, 太-1)
nsubj(看-4, 耗电-2)
root(ROOT-0, 看-4)
clf(微信-6, 个-5)
dobj(看-4, 微信-6)
dep(看-4, 什么-7)
case(什么-7, 的-8)
nummod(天-11, 一-10)
nsubj(到-15, 天-11)
advmod(到-15, 都-12)
mmod(到-15, 用-13)
neg(到-15, 不-14)
conj(看-4, 到-15)

case(外观-2, 除了-1)
prep(好看-3, 外观-2)
root(ROOT-0, 好看-3)
neg(坚持-13, 没-5)
det(特差劲-9, 别的-6)
nn(特差劲-9, 个性-7)
nn(特差劲-9, 电池-8)
nsubj(坚持-13, 特差劲-9)
xsubj(爱-18, 特差劲-9)
nummod(天-11, 一-10)
dep(坚持-13, 天-11)
advmod(坚持-13, 都-12)
conj(好看-3, 坚持-13)
neg(爱-18, 不-14)
dep(爱-18, 了-15)
advmod(爱-18, 特别-17)
ccomp(坚持-13, 爱-18)
dobj(爱-18, 死机-19)
amod(像素-22, 前-21)
nsubj(差-23, 像素-22)
conj(好看-3, 差-23)
advmod(单电-27, 而且-25)
cop(单电-27, 是-26)
conj(好看-3, 单电-27)
case(是-31, 由-29)
nsubj(是-31, 其-30)
prep(用不起-41, 是-31)
nsubj(昂贵-34, 价格-32)
advmod(昂贵-34, 太-33)
dep(是-31, 昂贵-34)
dep(昂贵-34, 了-35)
assmod(工薪人员-39, 正常-37)
case(正常-37, 的-38)
nsubj(用不起-41, 工薪人员-39)
advmod(用不起-41, 都-40)
conj(好看-3, 用不起-41)

nsubj(小-2, 声音-1)
root(ROOT-0, 小-2)
advmod(插-5, 比如-4)
conj(小-2, 插-5)
det(耳机-7, 上-6)
dobj(插-5, 耳机-7)
nsubj(控制-11, 声音-9)
advmod(控制-11, 就-10)
conj(小-2, 控制-11)
case(上面-14, 在-12)
det(上面-14, 那个-13)
prep(控制-11, 上面-14)
amod(不好-17, 特别-16)
nsubj(用-18, 不好-17)
conj(小-2, 用-18)
advmod(坐-21, 一般-20)
dep(到-26, 坐-21)
dobj(坐-21, 地铁-22)
advmod(到-26, 根本-23)
mmod(到-26, 听-24)
neg(到-26, 不-25)
conj(小-2, 到-26)

nsubj(不行-4, 上网-1)
advmod(不行-4, 根本-2)
advmod(不行-4, 就-3)
dep(慢-15, 不行-4)
loc(不行-4, 一-5)
case(一-5, 上-6)
dep(不行-4, 吧-7)
advmod(慢-15, 就-8)
cop(慢-15, 是-9)
ccomp(慢-15, 加-10)
rcomp(加-10, 载-11)
nummod(分钟-13, 几-12)
nsubj(慢-15, 分钟-13)
advmod(慢-15, 太-14)
root(ROOT-0, 慢-15)
dep(慢-15, 了-16)

nn(速度-2, 运行-1)
nsubj(不错-3, 速度-2)
root(ROOT-0, 不错-3)
nn(尺寸-6, 外观-5)
nsubj(合-8, 尺寸-6)
advmod(合-8, 都-7)
conj(不错-3, 合-8)
dobj(合-8, 心意-9)
advmod(不行-13, 就是-11)
nsubj(不行-13, 电池-12)
conj(不错-3, 不行-13)
case(发热-18, 用-15)
advmod(发热-18, 一会-16)
advmod(发热-18, 就-17)
prep(不行-25, 发热-18)
nummod(分钟-21, 20-20)
dep(不行-25, 分钟-21)
advmod(烫手-23, 就-22)
dvpmod(不行-25, 烫手-23)
mark(烫手-23, 的-24)
conj(不错-3, 不行-25)
advmod(漏电-29, 好像-27)
advmod(漏电-29, 还-28)
conj(不错-3, 漏电-29)

nsubj(小-3, 电池-1)
advmod(小-3, 太-2)
root(ROOT-0, 小-3)
mmod(用-6, 能-5)
conj(小-3, 用-6)
nummod(个-8, 12-7)
clf(小时-9, 个-8)
dobj(用-6, 小时-9)
dep(小-3, 边框-11)
advmod(大-13, 太-12)
amod(下巴-16, 大-13)
nummod(下巴-16, 三-15)
dobj(边框-11, 下巴-16)

loc(配-3, 低价-1)
case(低价-1, 中-2)
root(ROOT-0, 配-3)
nsubj(好看-6, 外观-5)
conj(配-3, 好看-6)
nsubj(不错-9, 喇叭-8)
conj(配-3, 不错-9)
dep(不错-9, 看-11)
nn(v-13, 各种-12)
nsubj(方便-15, v-13)
advmod(方便-15, 很-14)
ccomp(看-11, 方便-15)
nsubj(好-20, 手感-17)
advmod(好-20, 也-18)
advmod(好-20, 很-19)
conj(方便-15, 好-20)
advmod(卡-29, 只要-22)
neg(玩-25, 不-23)
conj(玩-25, 是-24)
cop(玩-25, 是-24)
dep(卡-29, 玩-25)
dobj(玩-25, 游戏-26)
neg(卡-29, 不-27)
mmod(卡-29, 会-28)
dep(方便-15, 卡-29)
dobj(卡-29, 处理器-30)
conj(卡-29, 低-31)
case(硬伤-36, 就-33)
det(硬伤-36, 这-34)
dep(这-34, 一个-35)
prep(方便-15, 硬伤-36)

nsubj(玩-4, 电池-1)
advmod(玩-4, 正常-3)
root(ROOT-0, 玩-4)
asp(玩-4, 了-5)
case(2点-8, 从-6)
dep(2点-8, 中午-7)
prep(到-9, 2点-8)
relcl(电-15, 到-9)
nn(12点-11, 晚上-10)
dobj(到-9, 12点-11)
cc(12点-11, 还有-12)
nummod(12点-11, 百分之40-13)
mark(到-9, 的-14)
dobj(玩-4, 电-15)
mmod(没-18, 开始-17)
conj(玩-4, 没-18)
nsubj(玩-23, 电-19)
mmod(玩-23, 充满-20)
advmod(玩-23, 才-21)
mmod(玩-23, 开始-22)
dep(没-18, 玩-23)

nsubj(耐用-4, 电池-1)
advmod(耐用-4, 超级-2)
neg(耐用-4, 不-3)
root(ROOT-0, 耐用-4)
nummod(天-7, 一-6)
nsubj(冲-8, 天-7)
conj(耐用-4, 冲-8)
nummod(次-10, 一-9)
range(冲-8, 次-10)
advmod(天-14, 有时-12)
nummod(天-14, 一-13)
nsubj(冲-15, 天-14)
conj(耐用-4, 冲-15)
nummod(次-17, 两-16)
range(冲-15, 次-17)

mmod(摔-2, 耐-1)
root(ROOT-0, 摔-2)
nsubj(碎-6, 屏幕-4)
advmod(碎-6, 都-5)
conj(摔-2, 碎-6)
asp(碎-6, 了-7)
nsubj(用-12, 触屏-9)
advmod(用-12, 还-10)
mmod(用-12, 能-11)
conj(摔-2, 用-12)
nsubj(耐用-16, 电池-14)
neg(耐用-16, 不-15)
conj(摔-2, 耐用-16)
nummod(天-19, 一-18)
nsubj(充-22, 天-19)
advmod(充-22, 有时候-20)
mmod(充-22, 要-21)
conj(摔-2, 充-22)
nummod(次-24, 三-23)
clf(电-25, 次-24)
dobj(充-22, 电-25)

dep(好看-3, 长-1)
dep(好看-3, 得-2)
root(ROOT-0, 好看-3)
advmod(好看-3, 点儿-4)
dep(有-12, 表面-6)
cc(表面-6, 还是-7)
dep(表面-6, 不错-8)
mark(表面-6, 的-9)
dep(有-12, 中间-11)
conj(好看-3, 有-12)
nummod(性能-15, 一个-13)
nn(性能-15, 转盘-14)
nsubj(不怎么样-17, 性能-15)
advmod(不怎么样-17, 真的-16)
dep(有-12, 不怎么样-17)
nsubj(慢-21, 反应-19)
advmod(慢-21, 很-20)
conj(好看-3, 慢-21)
dep(慢-21, 看-23)
nummod(张-25, 几-24)
clf(半天-29, 张-25)
nn(半天-29, 图片-26)
etc(图片-26, 等-27)
amod(半天-29, 好-28)
dobj(看-23, 半天-29)

nsubj(用-2, 我-1)
dep(w990-4, 用-2)
mark(用-2, 的-3)
nsubj(可以-6, w990-4)
advmod(可以-6, 还-5)
root(ROOT-0, 可以-6)
advmod(看-11, 只要-8)
neg(看-11, 不-9)
mmod(看-11, 上网-10)
dep(比较-17, 看-11)
dobj(看-11, 电视-12)
nsubj(比较-17, 电池-14)
advmod(比较-17, 也-15)
advmod(比较-17, 还-16)
conj(可以-6, 比较-17)
dobj(比较-17, 耐用-18)

nsubj(差-3, 电池-1)
advmod(差-3, 太-2)
root(ROOT-0, 差-3)
asp(差-3, 了-4)
advmod(玩-8, 要是-6)
advmod(玩-8, 一直-7)
dep(没有-14, 玩-8)
nummod(个-11, 几-10)
clf(小时-12, 个-11)
nsubj(没有-14, 小时-12)
advmod(没有-14, 就-13)
dep(差-3, 没有-14)
dobj(没有-14, 电-15)
dep(没有-14, 了-16)
dep(没有-14, 什么-18)
advmod(没-27, 都-19)
neg(没-27, 不-20)
mmod(没-27, 玩-21)
advmod(没-27, 也-22)
case(小时-26, 就-23)
nummod(个-25, 十几-24)
clf(小时-26, 个-25)
prep(没-27, 小时-26)
dep(没有-14, 没-27)
dobj(没-27, 电-28)
dep(没有-14, 了-29)

nsubj(耐用-4, 电池-1)
advmod(耐用-4, 也-2)
neg(耐用-4, 不-3)
root(ROOT-0, 耐用-4)
nummod(待机-8, 一-6)
nn(待机-8, 晚上-7)
nsubj(消耗-10, 待机-8)
advmod(消耗-10, 就-9)
conj(耐用-4, 消耗-10)
asp(消耗-10, 了-11)
nummod(电量-13, 30％-12)
dobj(消耗-10, 电量-13)
dep(耐用-4, 返-15)
dobj(返-15, 厂-16)
nummod(次-18, 一-17)
range(返-15, 次-18)
dep(返-15, 了-19)
nsubj(估计-34, 估计-21)
xsubj(坏-37, 估计-21)
case(返-24, 离-22)
advmod(返-24, 下次-23)
prep(估计-34, 返-24)
nsubj(远-27, 厂-25)
neg(远-27, 不-26)
relcl(亮点-33, 远-27)
asp(远-27, 了-28)
nn(下方-30, 屏幕-29)
dep(好多-31, 下方-30)
dep(远-27, 好多-31)
mark(远-27, 的-32)
dobj(返-24, 亮点-33)
dep(耐用-4, 估计-34)
cop(坏-37, 是-35)
advmod(坏-37, 又-36)
ccomp(估计-34, 坏-37)
dep(估计-34, 了-38)

nsubj(不行-2, 电池-1)
root(ROOT-0, 不行-2)
neg(没有-8, 不-4)
case(一半点-7, 到-5)
dep(一半点-7, 半天-6)
prep(没有-8, 一半点-7)
conj(不行-2, 没有-8)
asp(没有-8, 了-9)
advmod(死-12, 还-10)
mmod(死-12, 剩-11)
relcl(时候-17, 死-12)
nummod(个-14, 7-13)
clf(电-15, 个-14)
dobj(死-12, 电-15)
mark(死-12, 的-16)
dobj(没有-8, 时候-17)
dep(不行-2, 显示-19)
dobj(显示-19, 电量-20)
dep(显示-19, 不足-21)
advmod(变成-24, 直接-23)
conj(不行-2, 变成-24)
nummod(个-26, 零-25)
clf(电-27, 个-26)
dobj(变成-24, 电-27)

nsubj(防-3, 相机-1)
neg(防-3, 不-2)
root(ROOT-0, 防-3)
dobj(防-3, 抖-4)
nn(抖-7, 手-6)
nsubj(了-13, 抖-7)
nummod(点-9, 一-8)
dep(了-13, 点-9)
advmod(了-13, 就-10)
mmod(了-13, 照-11)
neg(了-13, 不-12)
conj(防-3, 了-13)
asp(了-13, 了-14)

loc(不错-3, 整体-1)
case(整体-1, 来说-2)
root(ROOT-0, 不错-3)
advmod(大-13, 就是-5)
dep(真心受-7, 720P-6)
dep(大-13, 真心受-7)
neg(大-13, 不-8)
nsubj(大-13, 鸟-9)
advmod(大-13, 还有-11)
advmod(大-13, 太-12)
conj(不错-3, 大-13)
relcl(话-17, 玩-15)
mark(玩-15, 的-16)
nsubj(过来-23, 话-17)
nummod(只-19, 一-18)
clf(手-20, 只-19)
nsubj(过来-23, 手-20)
mmod(过来-23, 玩-21)
neg(过来-23, 不-22)
conj(不错-3, 过来-23)

nn(存电-2, 电池-1)
nsubj(快-4, 存电-2)
advmod(快-4, 一般-3)
dep(坚持-14, 快-4)
dep(快-4, 的-5)
nn(软件-9, 滴滴-7)
nummod(软件-9, 两-8)
nsubj(坚持-14, 软件-9)
advmod(坚持-14, 一起-10)
advmod(坚持-14, 上-11)
advmod(坚持-14, 最-12)
advmod(坚持-14, 多-13)
root(ROOT-0, 坚持-14)
nummod(小时-16, 三-15)
range(坚持-14, 小时-16)
advmod(待机-19, 一般-18)
dep(坚持-14, 待机-19)
nummod(天-21, 一-20)
clf(天-25, 天-21)
nummod(天-25, 半-22)
cc(天-25, 至-23)
nummod(天-25, 二-24)
range(待机-19, 天-25)

nsubj(不行-5, 玩-1)
clf(游戏卡-3, 个-2)
dobj(玩-1, 游戏卡-3)
mark(玩-1, 的-4)
root(ROOT-0, 不行-5)
nn(速度-8, 耗电-7)
nsubj(快-9, 速度-8)
conj(不行-5, 快-9)
dep(快-9, 聊-11)
clf(QQ-13, 个-12)
dobj(聊-11, QQ-13)
nummod(分钟-15, 两-14)
clf(电-18, 分钟-15)
assmod(电-18, 百分之一-16)
case(百分之一-16, 的-17)
dobj(聊-11, 电-18)
range(聊-11, 电-18)
advmod(没有-21, 就-20)
conj(快-9, 没有-21)
asp(没有-21, 了-22)
advmod(有-32, 而且-24)
nn(发热特-26, 手机-25)
nsubj(买-28, 发热特-26)
advmod(买-28, 厉害-27)
dep(有-32, 买-28)
asp(买-28, 了-29)
det(手机-31, 这个-30)
dobj(买-28, 手机-31)
conj(不行-5, 有-32)
nsubj(小-34, 点-33)
dep(有-32, 小-34)
dep(小-34, 后悔-35)

nsubj(不错-2, 性能-1)
root(ROOT-0, 不错-2)
nsubj(不错-24, 反应-4)
advmod(齐全-8, 很快-5)
nsubj(齐全-8, 功能-7)
dep(不错-24, 齐全-8)
nsubj(看-10, 电池-9)
conj(齐全-8, 看-10)
dobj(看-10, 电影-11)
advmod(齐全-8, 也-12)
mmod(看-14, 能-13)
conj(齐全-8, 看-14)
nummod(部-16, 两-15)
range(看-14, 部-16)
dep(看-14, 玩-18)
dobj(玩-18, 游戏-19)
nummod(个-21, 三-20)
clf(小时-22, 个-21)
nsubj(不错-24, 小时-22)
advmod(不错-24, 真心-23)
conj(不错-2, 不错-24)

nsubj(快-2, 耗电-1)
root(ROOT-0, 快-2)
nummod(个-5, 六-4)
clf(月-6, 个-5)
nsubj(充-12, 月-6)
nummod(天-9, 一-8)
nsubj(充-12, 天-9)
advmod(充-12, 不用-10)
mmod(充-12, 要-11)
conj(快-2, 充-12)
nummod(次-14, 一-13)
clf(电-17, 次-14)
assmod(电-17, 半-15)
case(半-15, 的-16)
dobj(充-12, 电-17)
advmod(有的-29, 要是-19)
relcl(话-22, 用-20)
mark(用-20, 的-21)
nsubj(有的-29, 话-22)
nummod(天-24, 一-23)
clf(次-26, 天-24)
nummod(次-26, 三四-25)
dep(有的-29, 次-26)
advmod(有的-29, 都-27)
cop(有的-29, 是-28)
dep(快-2, 有的-29)

nsubj(大方-2, 手机-1)
root(ROOT-0, 大方-2)
dep(大方-2, 手感-3)
dep(大方-2, 好-4)
nsubj(大-7, 电池-6)
conj(大方-2, 大-7)
dep(去-21, 4100-9)
dep(去-21, 不-10)
nsubj(消-13, 耐用-11)
dep(去-21, 消-13)
rcomp(消-13, 毫电-14)
amod(天-17, 大-15)
nummod(天-17, 一-16)
dep(消-13, 天-17)
advmod(去-21, 不用-18)
advmod(去-21, 都-19)
mmod(去-21, 会-20)
conj(大方-2, 去-21)
nummod(电-23, 百分二十-22)
dobj(去-21, 电-23)

nsubj(比较-2, 电池-1)
root(ROOT-0, 比较-2)
dobj(比较-2, 耐用-3)
nsubj(看-14, 本人-5)
case(打-7, 除-6)
prep(看-14, 打-7)
rcomp(打-7, 接-8)
dobj(打-7, 电话-9)
case(打-7, 外-10)
advmod(看-14, 还-12)
advmod(看-14, 经常-13)
conj(比较-2, 看-14)
dobj(看-14, 小说-15)
advmod(玩-18, 不怎么-17)
prnmod(小说-15, 玩-18)
dobj(玩-18, 游戏-19)
advmod(能-23, 还-22)
conj(比较-2, 能-23)
rcomp(能-23, 用-24)
nummod(天-26, 二-25)
dep(能-23, 天-26)

nsubj(差-3, 信号-1)
advmod(差-3, 极-2)
root(ROOT-0, 差-3)
nn(信号-7, 进-5)
nn(信号-7, 屋里-6)
nsubj(没有-9, 信号-7)
advmod(没有-9, 经常-8)
conj(差-3, 没有-9)
nn(区域-12, 信号-11)
loc(接通-18, 区域-12)
case(区域-12, 里-13)
dep(接通-18, 打电话-14)
dep(打电话-14, 经常-15)
dep(打电话-14, 出现-16)
advmod(接通-18, 无法-17)
conj(差-3, 接通-18)

nsubj(不行-2, 屏幕-1)
root(ROOT-0, 不行-2)
advmod(差劲-5, 太-4)
conj(不行-2, 差劲-5)
asp(差劲-5, 了-6)
advmod(开-12, 轻轻-8)
nsubj(开-12, 碰下-9)
advmod(开-12, 就-10)
mmod(开-12, 列-11)
conj(不行-2, 开-12)
asp(开-12, 了-13)
nummod(条-16, 1-14)
amod(条-16, 大-15)
dep(开-12, 条-16)
nsubj(贵-20, 换屏-18)
advmod(贵-20, 太-19)
conj(不行-2, 贵-20)
nummod(元-23, 850-22)
nsubj(伤不起-25, 元-23)
conj(不行-2, 伤不起-25)

nsubj(棒-3, 质量-1)
advmod(棒-3, 很-2)
root(ROOT-0, 棒-3)
dep(棒-3, 摔-4)
asp(摔-4, 了-5)
nummod(次屏-7, 很多-6)
dobj(摔-4, 次屏-7)
advmod(没有-11, 连-8)
nsubj(没有-11, 条纹-9)
advmod(没有-11, 都-10)
conj(棒-3, 没有-11)
nsubj(下-24, 机身-13)
advmod(下-24, 比较-14)
dep(的-18, 厚-15)
dep(的-18, 而且-16)
dep(的-18, 蛮重-17)
dep(下-24, 的-18)
dep(的-23, 内存-20)
dep(的-23, 挺-21)
dep(的-23, 小-22)
dep(下-24, 的-23)
dep(不行-30, 下-24)
asp(下-24, 了-25)
nummod(个-27, 八九-26)
clf(软件-28, 个-27)
dobj(下-24, 软件-28)
advmod(不行-30, 就-29)
conj(棒-3, 不行-30)
asp(不行-30, 了-31)

nummod(个人-2, hd2-1)
nsubj(认为-3, 个人-2)
root(ROOT-0, 认为-3)
advmod(大-5, 最-4)
assmod(优点-7, 大-5)
case(大-5, 的-6)
dobj(认为-3, 优点-7)
dep(认为-3, 在于-8)
nn(兼容性-10, 系统-9)
nsubj(强-12, 兼容性-10)
advmod(强-12, 特别-11)
ccomp(在于-8, 强-12)
conj(认为-3, 可以-14)
nummod(个-16, 多-15)
clf(系统-17, 个-16)
dobj(可以-14, 系统-17)
advmod(存在-20, 同时-18)
advmod(存在-20, 共-19)
conj(认为-3, 存在-20)
nummod(机子-22, 一个-21)
loc(存在-20, 机子-22)
case(机子-22, 上-23)

nn(时间-2, 待机-1)
nsubj(长-4, 时间-2)
neg(长-4, 不-3)
root(ROOT-0, 长-4)
nn(wifi-7, 蓝牙-6)
nn(话-12, wifi-7)
etc(wifi-7, 等-8)
advmod(关掉-10, 都-9)
relcl(wifi-7, 关掉-10)
relcl(话-12, 关掉-10)
mark(关掉-10, 的-11)
nsubj(能-13, 话-12)
conj(长-4, 能-13)
dep(能-13, 待-14)
nummod(天-16, 两-15)
loc(待-14, 天-16)
case(天-16, 左右-17)
dep(待-14, 吧-18)
xsubj(发现-25, 手机-20)
nsubj(少-32, 手机-20)
mmod(发现-25, 玩-21)
advmod(发现-25, 一会-22)
advmod(发现-25, 就-23)
mmod(发现-25, 会-24)
dep(少-32, 发现-25)
assmod(电量-28, 电池-26)
case(电池-26, 的-27)
dobj(发现-25, 电量-28)
dep(发现-25, 下降-29)
asp(下降-29, 了-30)
neg(少-32, 不-31)
conj(长-4, 少-32)
advmod(发热-39, 而且-34)
nn(底部-37, 手机-35)
nn(底部-37, 背面-36)
nsubj(发热-39, 底部-37)
advmod(发热-39, 容易-38)
conj(长-4, 发热-39)

nn(只能-2, 性能-1)
nsubj(说-3, 只能-2)
root(ROOT-0, 说-3)
ccomp(说-3, 一般-4)
conj(说-3, 估计-6)
cop(处理器-10, 是-7)
assmod(处理器-10, MTK-8)
case(MTK-8, 的-9)
ccomp(估计-6, 处理器-10)
dep(说-3, 预计-12)
dobj(预计-12, 手机-13)
dep(预计-12, 要-14)
assmod(价格-18, 2000-15)
case(2000-15, 以上-16)
case(2000-15, 的-17)
dobj(要-14, 价格-18)
advmod(一般-21, 性价比-20)
conj(说-3, 一般-21)

nn(信号-2, 机子-1)
nsubj(不好-4, 信号-2)
advmod(不好-4, 特-3)
root(ROOT-0, 不好-4)
nsubj(接通-12, 别人-6)
case(电话-8, 给-7)
prep(接通-12, 电话-8)
advmod(接通-12, 经常-9)
mmod(接通-12, 出现-10)
advmod(接通-12, 无法-11)
conj(不好-4, 接通-12)
dep(接通-12, 看-14)
asp(看-14, 着-15)
nn(满格-17, 信号-16)
dobj(看-14, 满格-17)

nsubj(没-4, 质量-1)
dvpmod(没-4, 好-2)
mark(好-2, 的-3)
root(ROOT-0, 没-4)
nsubj(说-6, 话-5)
dep(没-4, 说-6)
nsubj(抛物线-9, 空中-8)
ccomp(说-6, 抛物线-9)
case(桌子-17, 从-11)
nummod(米-13, 一-12)
clf(桌子-17, 米-13)
relcl(桌子-17, 多-14)
comod(多-14, 高-15)
mark(多-14, 的-16)
prep(掉-19, 桌子-17)
case(桌子-17, 上-18)
dep(说-6, 掉-19)
dobj(掉-19, 地上-20)
advmod(没有-25, 都-22)
det(事-24, 啥-23)
nsubj(没有-25, 事-24)
conj(没-4, 没有-25)

nsubj(好-3, 电池-1)
advmod(好-3, 很-2)
root(ROOT-0, 好-3)
nummod(块-6, 两-5)
dep(有-8, 块-6)
conj(好-3, 有-8)
nummod(块-10, 一-9)
nsubj(差-12, 块-10)
advmod(差-12, 略-11)
dep(有-8, 差-12)
advmod(差-12, 一点-13)
nn(能力-16, 续航-15)
nsubj(强-18, 能力-16)
advmod(强-18, 很-17)
conj(好-3, 强-18)
nsubj(多-21, 电话-20)
conj(好-3, 多-21)
advmod(待-25, 也-23)
mmod(待-25, 可-24)
conj(好-3, 待-25)
rcomp(待-25, 上-26)
nummod(天-28, 10-27)
loc(待-25, 天-28)
case(天-28, 以上-29)

advmod(发烫-3, 特-1)
advmod(发烫-3, 容易-2)
root(ROOT-0, 发烫-3)
advmod(烫-10, 上-5)
advmod(烫-10, 一下-6)
nsubj(烫-10, 网-7)
advmod(烫-10, 就-8)
advmod(烫-10, 很-9)
conj(发烫-3, 烫-10)
asp(烫-10, 了-11)
relcl(游戏-14, 玩-13)
nsubj(说-17, 游戏-14)
advmod(说-17, 就-15)
advmod(说-17, 别-16)
conj(发烫-3, 说-17)
asp(说-17, 了-18)

dep(用-6, 电池-1)
neg(用-6, 不-2)
nsubj(用-6, 耐用-3)
mmod(用-6, 充满-5)
root(ROOT-0, 用-6)
advmod(分钟-9, 不-7)
nummod(分钟-9, 几-8)
clf(百分之九十五-11, 分钟-9)
advmod(百分之九十五-11, 就-10)
range(用-6, 百分之九十五-11)
dep(用-6, 了-12)
mmod(会-15, 玩-14)
dep(用-6, 会-15)
dobj(会-15, 游戏-16)
mmod(到-18, 掉-17)
dep(会-15, 到-18)
assmod(电-21, 百分之八十-19)
case(百分之八十-19, 的-20)
dobj(到-18, 电-21)
dep(用-6, 了-22)

dep(1千三百万-2, 照相-1)
nsubj(用-15, 1千三百万-2)
amod(电池-6, 防水-4)
nsubj(用-15, 电池-6)
advmod(玩-11, 如果-7)
